author,quote,quote_words,quote_compound,quote_positive,quote_negative,tags,tags_words
Andrew  Boyd,"We’re all seeking that special person who is right for us. But if you’ve been through enough relationships, you begin to suspect there’s no right person, just different flavors of wrong. Why is this? Because you yourself are wrong in some way, and you seek out partners who are wrong in some complementary way. But it takes a lot of living to grow fully into your own wrongness. And it isn’t until you finally run up against your deepest demons, your unsolvable problems—the ones that make you truly who you are—that we’re ready to find a lifelong mate. Only then do you finally know what you’re looking for. You’re looking for the wrong person. But not just any wrong person: it's got to be the right wrong person—someone you lovingly gaze upon and think, “This is the problem I want to have.",We’re seeking special person right us you’ve enough relationships begin suspect there’s right person different flavors wrong wrong way seek partners wrong complementary way takes lot living grow fully wrongness isn’t finally run deepest demons unsolvable problems—the ones make truly are—that we’re ready find lifelong mate finally know you’re looking You’re looking wrong person wrong person got right wrong person—someone lovingly gaze upon think “This problem want,-0.872,0.149,0.258,"['being-loved', 'completion', 'inspirational', 'love', 'relationships']","being-loved,completion,inspirational,love,relationships"
Mark Twain,"I do not fear death. I had been dead for billions and billions of years before I was born, and had not suffered the slightest inconvenience from it.",fear death dead billions billions years born suffered slightest inconvenience,-0.9524,0.0,0.774,"['death', 'inspirational']","death,inspirational"
Robert Louis Stevenson,Don't judge each day by the harvest you reap but by the seeds that you plant.,judge day harvest reap seeds plant,0.0,0.0,0.0,"['day', 'inspirational', 'judge', 'plant', 'reap', 'seed', 'seeds', 'sow']","day,inspirational,judge,plant,reap,seed,seeds,sow"
"Martin Luther King, Jr.","But I know, somehow, that only when it is dark enough can you see the stars.",know somehow dark enough see stars,0.0,0.0,0.0,"['hope', 'inspirational']","hope,inspirational"
Bob Marley,None but ourselves can free our minds.,None free minds,-0.4023,0.0,0.575,"['bob-marley', 'inspirational', 'music', 'reggae']","bob-marley,inspirational,music,reggae"
Roy T. Bennett,Don't be pushed around by the fears in your mind. Be led by the dreams in your heart.,pushed around fears mind led dreams heart,-0.0258,0.257,0.267,"['dreams', 'fearless', 'heart', 'inspiration', 'inspirational', 'inspirational-attitude', 'inspirational-life', 'inspirational-quotes', 'inspire', 'inspiring', 'life', 'life-and-living', 'life-lessons', 'life-quotes', 'living', 'mind', 'motivation', 'motivational', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking']","dreams,fearless,heart,inspiration,inspirational,inspirational-attitude,inspirational-life,inspirational-quotes,inspire,inspiring,life,life-and-living,life-lessons,life-quotes,living,mind,motivation,motivational,optimism,optimistic,positive,positive-affirmation,positive-life,positive-thinking"
Albert Schweitzer,"Sometimes our light goes out, but is blown again into instant flame by an encounter with another human being.",Sometimes light goes blown instant flame encounter another human,0.0,0.0,0.0,"['inspirational', 'life', 'spiritual', 'uplifting']","inspirational,life,spiritual,uplifting"
Lao Tzu,"Simplicity, patience, compassion",Simplicity patience compassion,0.4588,0.6,0.0,"['inspirational', 'life', 'philosophy']","inspirational,life,philosophy"
Steve Maraboli,"The truth is, unless you let go, unless you forgive yourself, unless you forgive the situation, unless you realize that the situation is over, you cannot move forward.",truth unless let go unless forgive unless forgive situation unless realize situation cannot move forward,0.6705,0.351,0.0,"['forgiveness', 'inspirational', 'letting-go', 'life', 'motivational', 'moving-forward', 'truth']","forgiveness,inspirational,letting-go,life,motivational,moving-forward,truth"
Rabindranath Tagore,"Clouds come floating into my life, no longer to carry rain or usher storm, but to add color to my sunset sky.",Clouds come floating life longer carry rain usher storm add color sunset sky,0.0,0.0,0.0,"['aspiration', 'assurance', 'beauty', 'clouds', 'color', 'conviction', 'inspirational', 'maturity', 'sunset']","aspiration,assurance,beauty,clouds,color,conviction,inspirational,maturity,sunset"
A.A. Milne,"People say nothing is impossible, but I do nothing every day.",People say nothing impossible nothing every day,0.0,0.0,0.0,"['humor', 'idleness', 'inspirational']","humor,idleness,inspirational"
Roy T. Bennett,"Instead of worrying about what you cannot control, shift your energy to what you can create.",Instead worrying cannot control shift energy create,-0.2764,0.204,0.409,"['creation', 'creative', 'inspiration', 'inspirational', 'inspirational-attitude', 'inspirational-life', 'inspirational-quotes', 'inspire', 'inspiring', 'life', 'life-and-living', 'life-lessons', 'life-quotes', 'living', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking', 'worry']","creation,creative,inspiration,inspirational,inspirational-attitude,inspirational-life,inspirational-quotes,inspire,inspiring,life,life-and-living,life-lessons,life-quotes,living,optimism,optimistic,positive,positive-affirmation,positive-life,positive-thinking,worry"
Max Lucado,A woman's heart should be so hidden in God that a man has to seek Him just to find her.,woman's heart hidden God man seek find,0.2732,0.259,0.0,"['inspirational', 'love']","inspirational,love"
Walt Disney,It's kind of fun to do the impossible.,kind fun impossible,0.7717,0.87,0.0,['inspirational'],inspirational
Kalu Ndukwe Kalu,"The things you do for yourself are gone when you are gone, but the things you do for others remain as your legacy.",things gone gone things others remain legacy,0.0,0.0,0.0,"['hope', 'inspiration', 'inspirational', 'life', 'truth']","hope,inspiration,inspirational,life,truth"
Leonardo Da Vinci,"A painter should begin every canvas with a wash of black, because all things in nature are dark except where exposed by the light.",painter begin every canvas wash black things nature dark except exposed light,-0.0772,0.0,0.106,"['art', 'inspirational']","art,inspirational"
Steve Maraboli,Dare to B,Dare B,0.0,0.0,0.0,"['compassion', 'dare-to-be', 'gratitude', 'inspirational', 'life', 'motivational', 'seize-the-day', 'smile', 'success']","compassion,dare-to-be,gratitude,inspirational,life,motivational,seize-the-day,smile,success"
Lance Armstrong Sally Jenkins,Pain is temporary. Quitting lasts forever.,Pain temporary Quitting lasts forever,-0.5106,0.0,0.452,"['cancer', 'failure', 'inspiration', 'inspirational', 'pain', 'quitting']","cancer,failure,inspiration,inspirational,pain,quitting"
Taylor Swift,"When I was a little girl I used to read fairy tales. In fairy tales you meet Prince Charming and he's everything you ever wanted. In fairy tales the bad guy is very easy to spot. The bad guy is always wearing a black cape so you always know who he is. Then you grow up and you realize that Prince Charming is not as easy to find as you thought. You realize the bad guy is not wearing a black cape and he's not easy to spot; he's really funny, and he makes you laugh, and he has perfect hair.",little girl used read fairy tales fairy tales meet Prince Charming he's everything ever wanted fairy tales bad guy easy spot bad guy always wearing black cape always know grow realize Prince Charming easy find thought realize bad guy wearing black cape he's easy spot he's really funny makes laugh perfect hair,0.9482,0.344,0.134,"['fairy-tales', 'inspirational', 'prince-charming', 'taylor-swift']","fairy-tales,inspirational,prince-charming,taylor-swift"
Roy T. Bennett,"It’s only after you’ve stepped outside your comfort zone that you begin to change, grow, and transform.",It’s you’ve stepped outside comfort zone begin change grow transform,0.3612,0.217,0.0,"['change', 'focus', 'grow', 'growth', 'inspiration', 'inspirational', 'inspirational-quotes', 'inspire', 'inspiring', 'leader', 'leaders', 'leadership', 'life', 'life-quotes', 'living', 'motivation', 'motivational', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking', 'stay-focused', 'step-out-of-comfort-zone', 'transform']","change,focus,grow,growth,inspiration,inspirational,inspirational-quotes,inspire,inspiring,leader,leaders,leadership,life,life-quotes,living,motivation,motivational,optimism,optimistic,positive,positive-affirmation,positive-life,positive-thinking,stay-focused,step-out-of-comfort-zone,transform"
Jim Morrison,"The most important kind of freedom is to be what you really are. You trade in your reality for a role. You trade in your sense for an act. You give up your ability to feel, and in exchange, put on a mask. There can't be any large-scale revolution until there's a personal revolution, on an individual level. It's got to happen inside first.",important kind freedom really trade reality role trade sense act give ability feel exchange put mask can't largescale revolution there's personal revolution individual level got happen inside first,0.8934,0.328,0.0,"['freedom', 'individuality', 'inspirational', 'mask', 'personality', 'revolution', 'truth']","freedom,individuality,inspirational,mask,personality,revolution,truth"
